id,title,skuid
1155194005,CHAVE MOTTU SPORT - 4003,033157b0-5c32-410f-9f14-4913b8143096
1155194010,CHAVE MOTTU SPORT - 4004,a1add103-a02a-466d-a99d-32e435616653
1155194015,CHAVE MOTTU SPORT - 4005,1b3f2d01-a2fd-4635-add8-62fca0e43a67
1155194020,CHAVE MOTTU SPORT - 4006,333c9827-1191-475e-96b1-b0230593c0b1
1155194028,CHAVE MOTTU SPORT - 4007,a36aa1fa-560f-4da3-a887-797f96852fa7
1155194032,CHAVE MOTTU SPORT - 4008,18bbbc52-511d-4e58-ad03-b81532cc5454
1155194037,CHAVE MOTTU SPORT - 4009,a77b92fe-f49c-4ab1-aa8e-8fca50010f5e
1155194040,CHAVE MOTTU SPORT - 4010,2263c692-296c-4640-81a0-5bf7f1eb15a4
1155194046,CHAVE MOTTU SPORT - 4011,ec6e5666-5f74-49e5-a698-e00d5d1e2674
1155194052,CHAVE MOTTU SPORT - 4012,15f5ef47-3a6a-4e78-ac44-3c65637e10a5
1155194059,CHAVE MOTTU SPORT - 4013,9fc006e6-f268-4b51-b3db-52c61d2fb9df
1155194064,CHAVE MOTTU SPORT - 4014,866354e0-3f2b-47f0-8a48-4da53f0b5803
1155194071,CHAVE MOTTU SPORT - 4015,72565f1b-fe53-4be1-a49c-02c24bfa3322
1155194075,CHAVE MOTTU SPORT - 4016,b05eff55-47a5-4db1-84dd-860cce6f8257
1155194080,CHAVE MOTTU SPORT - 4017,331e0982-581e-44f4-9cea-6ad01af0c740
1155194084,CHAVE MOTTU SPORT - 4018,3f78fbfe-b485-4031-adf7-64093da762a0
1155194089,CHAVE MOTTU SPORT - 4019,e52409b3-8126-4fb4-acf9-feaf80b18094
1155194094,CHAVE MOTTU SPORT - 4020,5ca355fe-6e1a-4391-97ab-ebfc451dff3d
1155194099,CHAVE MOTTU SPORT - 4021,ca11199e-bfa6-4c90-88f4-11ddfc65ab8f
1155194103,CHAVE MOTTU SPORT - 4022,2edd3801-eb7f-42fc-99cb-a92f3c42679d
1155194110,CHAVE MOTTU SPORT - 4023,040e5e00-fa20-4a23-ba57-cee9b5ac3145
1155194115,CHAVE MOTTU SPORT - 4024,b7abd864-e748-43b8-b466-22d479d4cb84
1155194119,CHAVE MOTTU SPORT - 4025,0df51c94-814a-4eaf-a82d-5b25147a5e8d
1155194123,CHAVE MOTTU SPORT - 4026,4726fe84-0aad-43c7-afab-57529722095b
1155194125,CHAVE MOTTU SPORT - 4027,beb31b82-8fef-48b9-b3e3-87b9d25e5500
1155194130,CHAVE MOTTU SPORT - 4028,df313662-cdc6-4c47-89f8-991588d62a9b
1155194134,CHAVE MOTTU SPORT - 4029,ba282598-fac2-43e1-9a7e-6ad5e00f779a
1155194138,CHAVE MOTTU SPORT - 4030,5e46f1e4-b7cb-4675-bfbc-5de03a67cf5d
1155194142,CHAVE MOTTU SPORT - 4031,87151152-3d04-4037-8e75-d98583bab7f2
1155194150,CHAVE MOTTU SPORT - 4032,32b14ce0-024e-45cf-9f76-efe713f8c619
1155194156,CHAVE MOTTU SPORT - 4033,06e412ef-ff9f-4b2c-8d5c-81f6ab3b08c5
1155194164,CHAVE MOTTU SPORT - 4034,3b552225-2b93-425e-9294-31cdbdb0c832
1155194174,CHAVE MOTTU SPORT - 4035,b064babb-2cb9-4b5e-a09c-80770e30cccf
1155194182,CHAVE MOTTU SPORT - 4036,f39c3d8f-13bf-43dd-b8ac-5c027ffa8fc0
1155194192,CHAVE MOTTU SPORT - 4037,98b34ef5-4ab2-401a-8021-c55feaad2fbe
1155194197,CHAVE MOTTU SPORT - 4038,1aedb576-e1cf-4c0c-be60-c6b2469a74ca
1155194203,CHAVE MOTTU SPORT - 4039,1ade1e51-b6b0-4790-93f2-e0beb5d8d6be
1155194209,CHAVE MOTTU SPORT - 4040,308ebda6-53ff-4632-a8e8-0e1409b6bdd4
1155194215,CHAVE MOTTU SPORT - AL,4c60ba88-4ba7-4b3d-ac4f-7b29780d7c36
1155194221,CHAVE VIRGEM IGNICAO SPORT,dde488a8-6c13-446d-a679-e1f202220103
1155194225,CHAVETA DIREITA DO VIRABREQUIM,3e79b778-e3e1-40fd-ae9b-d504ffe42fdb
1155194231,CHAVETA MEIA LUA BIELA ESQUERDO,e6de4e5e-d17a-49b4-8f62-1b3dc005e060
1155194235,CHICOTE BOMBA DE COMBUSTIVEL T=12V,b7e07c21-cbb2-456a-895d-5ea9fa1ceb23
1155194239,CHICOTE DA BOBINA,84d3b646-7253-4502-822f-f4b470563fc6
1155194243,CHICOTE ELETRICO -- SPORT SPORT ES,a10de564-4242-41a9-b20d-40eb3ef13642
1155194246,CHICOTE LANTERNA TRASEIRO,854c54e0-edb4-4ccc-b659-6891ad068844
1155194251,CHICOTE PAINEL DE INSTRUMENTOS,6b3c70bc-979e-4995-9614-7c864a7abd3c
1155194256,CHICOTE PRINCIPAL COMPLETO,dde488a8-6c13-446d-a679-e1f202220111
1155194261,CHICOTE PRINCIPAL COMPLETO,5f1add30-b634-4193-86e6-13256ba5f641
1155194266,CHIP DA VIVO,dde488a8-6c13-446d-a679-e1f202240089
1155194272,CILINDRO BENGALA INTERNO SUSPENSAO DIANTEIRO,237c63bf-0c9b-476a-844f-9d4db776925d
1155194277,CILINDRO EXTERNO DA BENGALA DIREITA,1ac0c836-c0f6-42ff-bda3-9434915201db
1155194282,CILINDRO EXTERNO DA BENGALA ESQUERDA,8a11d24c-66f8-46be-b7eb-ec3a35e1aa09
